ID,Label
1,0.704458535
2,0.888419807
3,0.717599452
4,0.052054092
5,0.852211416
6,0.039276876
7,0.046479173
8,0.047267139
9,0.748242319
10,0.629600108
11,0.7896384
12,0.868301928
13,0.5720523
14,0.706756771
15,0.049349826
16,0.647144258
17,0.632448912
18,0.038963139
19,0.753096342
20,0.678302109
21,0.862094343
22,0.104323156
23,1.055030823
24,0.874492645
25,0.200956047
26,0.045266643
27,1.057757854
28,0.957048655
29,0.869452655
30,0.142245829
31,0.394517154
32,1.036761045
33,0.352082282
34,0.763560772
35,0.836050391
36,0.837480962
37,0.398094326
38,0.88198638
39,1.15527606
40,0.988373935
41,0.588914335
42,0.951964796
43,0.048940141
44,1.01779139
45,0.872324705
46,0.950413644
47,0.767368555
48,0.519761622
49,0.046048947
50,0.885954082
51,0.934239149
52,0.135969609
53,0.061107635
54,0.166881442
55,0.035482597
56,0.905550718
57,0.694807529
58,0.937774956
59,0.693182588
60,1.034636021
61,0.069844097
62,0.923401117
63,0.775310636
64,1.191840172
65,0.677876651
66,0.15596047
67,0.047870461
68,0.859022558
69,0.191594929
70,1.122380495
71,1.074113131
72,0.046768975
73,1.262866735
74,1.262537241
75,0.471521527
76,0.89021343
77,0.716637552
78,0.046373837
79,0.565895379
80,0.04338824
81,0.082759067
82,0.601612747
83,0.761665404
84,0.066829488
85,0.950161755
86,0.835234344
87,0.914093554
88,1.084231615
89,0.045010842
90,0.742940485
91,0.868856013
92,0.704386532
93,1.043386698
94,0.044476397
95,0.904763758
96,0.036313094
97,1.013899565
98,1.042142153
99,0.508914709
100,0.789177001
101,1.005617261
102,0.736318052
103,0.951322198
104,0.587656796
105,0.923480749
106,0.651863456
107,1.004235029
108,0.913790822
109,1.025662184
110,0.724431217
111,0.735513747
112,0.422804534
113,0.663797915
114,0.702826083
115,0.878689229
116,0.046111003
117,0.771879852
118,0.893544257
119,0.05319792
120,0.705829561
121,0.742010415
122,0.820914865
123,0.715521395
124,1.054958105
125,0.754497826
126,0.753811419
127,0.049066313
128,1.203748226
129,0.556557834
130,0.809158623
131,0.047116634
132,1.195370913
133,0.747888148
134,0.46130079
135,1.160630941
136,1.186817408
137,0.051246323
138,1.171002388
139,1.084716558
140,1.021501303
141,1.134200573
142,0.432561457
143,0.77848506
144,0.741897225
145,0.201195866
146,0.802529991
147,0.042342797
148,0.891319811
149,0.03990962
150,0.803788066
151,0.034727268
152,0.088344723
153,0.785977781
154,0.665323079
155,1.235094309
156,0.576416194
157,0.04711967
158,0.766126215
159,0.730943203
160,0.71563226
161,0.046159521
162,0.847597361
163,1.106793404
164,1.027147055
165,0.772512853
166,0.857317388
167,0.047532946
168,0.761702836
169,0.962238431
170,0.755292714
171,0.900704741
172,0.046946876
173,1.140453339
174,1.111192703
175,0.827137172
176,0.316562891
177,0.644318223
178,0.044333659
179,0.045856453
180,0.052817356
181,0.757135272
182,0.062955692
183,0.036530394
184,0.76384443
185,0.692318797
186,0.816163599
187,0.86460489
188,0.56811744
189,0.969620526
190,0.575668633
191,0.940547049
192,0.667057693
193,0.629235923
194,0.695732832
195,0.749466836
196,0.606666148
197,0.739877045
198,0.5282709
199,0.048064902
200,1.059375763
201,0.712867618
202,0.047871731
203,0.89093852
204,0.764320314
205,0.937194288
206,0.890228689
207,0.052256916
208,0.79053396
209,0.962665379
210,0.042751368
211,0.872167528
212,1.072146177
213,0.839930952
214,0.098085873
215,1.159218788
216,1.030920267
217,1.070935488
218,0.07440719
219,1.131733418
220,0.060710393
221,1.088615894
222,0.401091754
223,0.134222925
224,0.051318098
225,0.038372293
226,0.907000124
227,0.848642826
228,0.039678674
229,0.730940223
230,0.75166285
231,0.754425228
232,0.799309909
233,0.766979456
234,0.441419899
235,0.571378171
236,0.677112162
237,0.810335696
238,0.9478634
239,0.749258339
240,0.076334864
241,1.277955294
242,0.93748337
243,1.152043104
244,0.038189523
245,0.684564829
246,0.675948083
247,0.749018073
248,0.839882135
249,0.043404661
250,0.640925884
251,1.105310917
252,1.186570168
253,0.93053031
254,0.035849556
255,0.896846473
256,0.046821371
257,0.716832936
258,0.064984024
259,0.818195462
260,0.893269122
261,0.795601845
262,0.844375193
263,1.03581357
264,0.81141746
265,0.051697329
266,0.852039456
267,0.041438736
268,0.777827919
269,0.859197795
270,0.90848273
271,0.747352242
272,0.216934234
273,0.746433794
274,0.5932163
275,1.070958376
276,0.838245928
277,0.899967253
278,0.68757987
279,0.700194359
280,0.713219225
281,0.045121823
282,0.771209121
283,1.127723217
284,0.989994347
285,0.72088635
286,0.033559263
287,0.787095726
288,0.072778188
289,0.746544361
290,0.774803996
291,0.797813058
292,0.051272374
293,0.046311062
294,0.805258811
295,0.042530883
296,1.195991993
297,1.107964516
298,0.047049921
299,0.924769461
300,0.256225526
301,0.051351812
302,0.883684635
303,0.063862972
304,0.790074825
305,0.781193912
306,0.283238113
307,0.076201119
308,0.629550874
309,0.734373987
310,0.768542588
311,0.78008467
312,1.100619793
313,1.078934431
314,0.928580642
315,0.762322724
316,0.064132817
317,0.761380255
318,0.7396819
319,0.889854133
320,0.762506783
321,0.891460061
322,0.095886961
323,0.845584333
324,0.740273237
325,1.091119528
326,0.312332928
327,0.049525619
328,0.796086431
329,0.052311152
330,0.046387956
331,0.689465463
332,0.059354644
333,0.745809257
334,0.508722782
335,0.918920219
336,0.951523542
337,0.849888146
338,0.900435567
339,0.783518434
340,1.161685705
341,0.117938131
342,0.729823649
