ID,Label
1,1
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,1
12,0
13,1
14,1
15,0
16,1
17,1
18,0
19,1
20,0
21,1
22,0
23,1
24,1
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,0
38,1
39,1
40,0
41,0
42,1
43,0
44,1
45,1
46,0
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,1
63,0
64,1
65,1
66,0
67,0
68,0
69,0
70,1
71,0
72,0
73,0
74,0
75,0
76,0
77,1
78,0
79,1
80,0
81,0
82,1
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,1
91,0
92,1
93,0
94,0
95,0
96,0
97,1
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,0
116,0
117,1
118,0
119,0
120,1
121,1
122,1
123,1
124,0
125,1
126,1
127,0
128,1
129,0
130,0
131,0
132,1
133,1
134,0
135,1
136,1
137,0
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,0
146,1
147,0
148,1
149,0
150,1
151,0
152,0
153,1
154,1
155,1
156,0
157,0
158,1
159,1
160,0
161,0
162,1
163,1
164,0
165,1
166,1
167,0
168,1
169,0
170,1
171,0
172,0
173,0
174,1
175,0
176,0
177,1
178,0
179,0
180,0
181,1
182,0
183,0
184,1
185,1
186,0
187,0
188,0
189,0
190,1
191,0
192,1
193,0
194,1
195,1
196,1
197,1
198,0
199,0
200,1
201,1
202,0
203,0
204,1
205,0
206,1
207,0
208,1
209,0
210,0
211,0
212,1
213,1
214,0
215,1
216,0
217,1
218,0
219,1
220,0
221,0
222,0
223,0
224,0
225,0
226,1
227,0
228,0
229,1
230,1
231,1
232,1
233,1
234,0
235,1
236,1
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,0
245,1
246,0
247,0
248,1
249,0
250,0
251,1
252,1
253,0
254,0
255,0
256,0
257,1
258,0
259,1
260,0
261,1
262,0
263,0
264,0
265,0
266,1
267,0
268,1
269,1
270,0
271,1
272,0
273,1
274,0
275,0
276,1
277,0
278,1
279,1
280,1
281,0
282,1
283,0
284,1
285,1
286,0
287,1
288,0
289,1
290,1
291,1
292,0
293,0
294,1
295,0
296,1
297,0
298,0
299,1
300,0
301,0
302,0
303,0
304,1
305,1
306,0
307,0
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,1
318,1
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,0
327,0
328,1
329,0
330,0
331,1
332,0
333,1
334,1
335,0
336,0
337,1
338,0
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,0
347,0
348,1
349,1
350,0
351,1
352,1
353,0
354,0
355,0
356,0
357,1
358,0
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,0
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,0
376,1
377,1
378,0
379,0
380,1
381,0
382,0
383,1
384,0
385,0
386,1
387,0
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,0
401,0
402,1
403,0
404,0
405,1
406,0
407,1
408,1
409,0
410,0
411,0
412,1
413,1
414,1
415,1
416,0
417,1
418,0
419,1
420,1
421,1
422,0
423,1
424,1
425,0
426,0
427,1
428,1
429,1
430,0
431,0
432,1
433,0
434,1
435,0
436,1
437,1
438,0
439,1
440,1
441,1
442,0
443,1
444,1
445,1
446,1
447,1
448,0
449,0
450,0
451,1
452,0
453,1
454,0
455,1
456,0
457,0
458,1
459,1
460,0
461,0
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,0
473,1
474,1
475,0
476,1
477,0
478,0
479,1
480,1
481,0
482,1
483,1
484,0
485,0
486,0
487,1
488,1
489,0
490,0
491,1
492,0
493,1
494,1
495,0
496,0
497,0
498,0
499,1
500,0
501,1
502,0
503,0
504,0
505,0
506,1
507,1
508,1
509,1
510,0
511,0
512,1
513,1
514,0
515,0
516,1
517,0
518,1
519,1
520,1
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,1
530,1
531,1
532,0
533,0
534,1
535,0
536,0
537,0
538,0
539,0
540,1
541,0
542,1
543,1
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,0
564,0
565,1
566,1
567,0
568,1
569,1
570,1
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,0
581,1
582,0
583,1
584,0
585,1
586,0
587,0
588,0
589,1
590,0
591,1
592,1
593,1
594,0
595,1
596,1
597,0
598,0
599,1
600,1
601,0
602,0
603,1
604,0
605,1
606,1
607,0
608,0
609,1
610,1
611,1
612,0
613,1
614,0
615,1
616,0
617,1
618,0
619,1
620,0
621,1
622,1
623,1
624,1
625,1
626,1
627,0
628,1
629,1
630,0
631,1
632,0
633,1
634,0
635,0
636,1
637,0
638,0
639,1
640,1
641,0
642,1
643,0
644,1
645,1
646,1
647,1
648,0
649,1
650,0
651,0
652,0
653,1
654,1
655,0
656,0
657,0
658,1
659,1
660,1
661,0
662,1
663,0
664,1
665,1
666,1
667,0
668,1
669,0
670,0
671,1
672,1
673,0
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,1
683,1
684,0
685,0
686,1
687,1
688,0
689,1
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,0
704,0
705,1
706,1
707,0
708,1
709,1
710,1
711,1
712,1
713,1
714,0
715,0
716,0
717,1
718,0
719,1
720,1
721,1
722,1
723,1
724,0
725,0
726,1
727,1
728,1
729,0
730,0
731,1
732,0
733,0
734,1
735,1
736,0
737,0
738,0
739,0
740,0
741,1
742,0
743,0
744,0
745,1
746,0
747,0
748,0
749,1
750,1
751,1
752,0
753,0
754,0
755,1
756,1
757,1
758,0
759,0
760,1
761,1
762,1
763,1
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,1
773,1
774,0
775,1
776,0
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,0
788,0
789,0
790,0
791,1
792,1
793,0
794,1
795,0
796,0
797,0
798,0
799,1
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,1
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,0
824,0
825,0
826,1
827,1
828,1
829,1
830,0
831,1
832,1
833,0
834,1
835,0
836,0
837,1
838,0
839,1
840,0
841,0
842,0
843,1
844,1
